BIOME_NAME,BIOME_NUM,NAME,ISO3,sum
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Saudi Arabia,SAU,1519.08294806931
Deserts & Xeric Shrublands,13.0,Saudi Arabia,SAU,24642.75465681159
"Mediterranean Forests, Woodlands & Scrub",12.0,Saudi Arabia,SAU,0.0
"Temperate Grasslands, Savannas & Shrublands",8.0,Syria,SYR,920074.2763518663
"Mediterranean Forests, Woodlands & Scrub",12.0,Syria,SYR,1128905.6591964082
Deserts & Xeric Shrublands,13.0,Syria,SYR,4012.2599716833165
Temperate Broadleaf & Mixed Forests,4.0,Turkey,TUR,7.325493748925667E7
Temperate Conifer Forests,5.0,Turkey,TUR,9091172.186939545
"Temperate Grasslands, Savannas & Shrublands",8.0,Turkey,TUR,1.1740148708068028E7
"Mediterranean Forests, Woodlands & Scrub",12.0,Turkey,TUR,1.2915039616505323E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Yemen,YEM,631991.7450210948
Deserts & Xeric Shrublands,13.0,Yemen,YEM,208334.02307986259
Tropical & Subtropical Moist Broadleaf Forests,1.0,British Indian Ocean Territory,IOT,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Maldives,MDV,0.0
Montane Grasslands & Shrublands,10.0,Afghanistan,AFG,295103.4433151309
Deserts & Xeric Shrublands,13.0,Afghanistan,AFG,132554.8712524675
Temperate Conifer Forests,5.0,Afghanistan,AFG,63378.6586455944
"Temperate Grasslands, Savannas & Shrublands",8.0,Afghanistan,AFG,5773.038929240708
Tropical & Subtropical Moist Broadleaf Forests,1.0,Bangladesh,BGD,4.266091829144237E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Bangladesh,BGD,68267.18926665137
Tropical & Subtropical Moist Broadleaf Forests,1.0,Bhutan,BTN,54898.51618346295
Tropical & Subtropical Coniferous Forests,3.0,Bhutan,BTN,575.5685996597517
Temperate Broadleaf & Mixed Forests,4.0,Bhutan,BTN,151407.31371921595
Temperate Conifer Forests,5.0,Bhutan,BTN,8194.907938189326
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Bhutan,BTN,2843.1905903238303
Montane Grasslands & Shrublands,10.0,Bhutan,BTN,1529.211960683001
Tropical & Subtropical Moist Broadleaf Forests,1.0,India,IND,5.735190791529046E8
Tropical & Subtropical Dry Broadleaf Forests,2.0,India,IND,1.1917831468658435E9
Deserts & Xeric Shrublands,13.0,India,IND,1.3604448667691017E7
Tropical & Subtropical Coniferous Forests,3.0,India,IND,2096219.1684186466
Temperate Broadleaf & Mixed Forests,4.0,India,IND,3910688.5160686597
Temperate Conifer Forests,5.0,India,IND,19438.02841764852
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,India,IND,4730270.343260962
Montane Grasslands & Shrublands,10.0,India,IND,4849.949315823381
Temperate Broadleaf & Mixed Forests,4.0,Iran,IRN,1.706557683138032E7
Temperate Conifer Forests,5.0,Iran,IRN,916153.9695997122
"Temperate Grasslands, Savannas & Shrublands",8.0,Iran,IRN,3864257.5385187096
Deserts & Xeric Shrublands,13.0,Iran,IRN,253586.29242389332
Montane Grasslands & Shrublands,10.0,Iran,IRN,297318.05291030684
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sri Lanka,LKA,3960.8257244516826
Tropical & Subtropical Dry Broadleaf Forests,2.0,Sri Lanka,LKA,2714036.1254194323
Deserts & Xeric Shrublands,13.0,Sri Lanka,LKA,20994.092971699938
Tropical & Subtropical Moist Broadleaf Forests,1.0,Nepal,NPL,4175874.69908473
Tropical & Subtropical Coniferous Forests,3.0,Nepal,NPL,886483.9854986834
Temperate Broadleaf & Mixed Forests,4.0,Nepal,NPL,1904806.0117421243
Temperate Conifer Forests,5.0,Nepal,NPL,55765.242791878176
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Nepal,NPL,1.350687563840752E7
Montane Grasslands & Shrublands,10.0,Nepal,NPL,1108.5441588372328
Tropical & Subtropical Moist Broadleaf Forests,1.0,Pakistan,PAK,25.62558917101692
Temperate Conifer Forests,5.0,Pakistan,PAK,3332160.36899806
Montane Grasslands & Shrublands,10.0,Pakistan,PAK,269565.64034869435
Deserts & Xeric Shrublands,13.0,Pakistan,PAK,1083439.3391086457
Tropical & Subtropical Coniferous Forests,3.0,Pakistan,PAK,669059.738527495
Temperate Broadleaf & Mixed Forests,4.0,Pakistan,PAK,430882.3814112857
Tropical & Subtropical Moist Broadleaf Forests,1.0,Christmas Island,CXR,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cocos (Keeling) Islands,CCK,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Timor-Leste,TLS,623232.1270437911
Tropical & Subtropical Moist Broadleaf Forests,1.0,Baker Island,BRN,25178.2161888318
Tropical & Subtropical Moist Broadleaf Forests,1.0,Singapore,SGP,26655.285669383695
Tropical & Subtropical Moist Broadleaf Forests,1.0,Spratly Islands,S--,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Paracel Islands,P--,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Indonesia,IDN,5.8289997335133776E7
Tropical & Subtropical Dry Broadleaf Forests,2.0,Indonesia,IDN,8895168.55523029
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Indonesia,IDN,121167.51550826106
Montane Grasslands & Shrublands,10.0,Indonesia,IDN,12.952033619592653
Tropical & Subtropical Coniferous Forests,3.0,Indonesia,IDN,3851.295174970767
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cambodia,KHM,3.54898623569734E7
Tropical & Subtropical Dry Broadleaf Forests,2.0,Cambodia,KHM,1.568338709691988E8
Tropical & Subtropical Moist Broadleaf Forests,1.0,Laos,LAO,9195920.093244573
Tropical & Subtropical Dry Broadleaf Forests,2.0,Laos,LAO,4.538923108364082E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Burma,MMR,1.4694761351721746E8
Tropical & Subtropical Coniferous Forests,3.0,Burma,MMR,62.37478059140375
Tropical & Subtropical Dry Broadleaf Forests,2.0,Burma,MMR,6.062158847747848E7
Temperate Broadleaf & Mixed Forests,4.0,Burma,MMR,3466.962635931119
Temperate Conifer Forests,5.0,Burma,MMR,600.2519840560382
Montane Grasslands & Shrublands,10.0,Burma,MMR,20.088157270781323
Tropical & Subtropical Moist Broadleaf Forests,1.0,Malaysia,MYS,4932460.698644909
Montane Grasslands & Shrublands,10.0,Malaysia,MYS,1627.8366187778818
Tropical & Subtropical Moist Broadleaf Forests,1.0,Malaysia,MYS,0.0
Montane Grasslands & Shrublands,10.0,Malaysia,MYS,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Philippines,PHL,1.7006352772585213E7
Tropical & Subtropical Coniferous Forests,3.0,Philippines,PHL,34170.25280776188
Tropical & Subtropical Moist Broadleaf Forests,1.0,Thailand,THA,6.846425908572125E7
Tropical & Subtropical Dry Broadleaf Forests,2.0,Thailand,THA,4.967248509132216E8
Tropical & Subtropical Moist Broadleaf Forests,1.0,Vietnam,VNM,2.6053237962875895E7
Tropical & Subtropical Dry Broadleaf Forests,2.0,Vietnam,VNM,7.08945892655718E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Equatorial Guinea,GNQ,820.1203239440918
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sao Tome and Principe,STP,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Angola,AGO,13.705183839797975
Tropical & Subtropical Dry Broadleaf Forests,2.0,Angola,AGO,11239.444202546796
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Angola,AGO,5.482998824679735E7
Montane Grasslands & Shrublands,10.0,Angola,AGO,7339644.999316351
Deserts & Xeric Shrublands,13.0,Angola,AGO,14726.065608566198
Tropical & Subtropical Moist Broadleaf Forests,1.0,Congo (Democratic Republic of the),COD,5412013.535181948
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Congo (Democratic Republic of the),COD,2.0231843567291345E7
Montane Grasslands & Shrublands,10.0,Congo (Democratic Republic of the),COD,97.6784722019807
Tropical & Subtropical Moist Broadleaf Forests,1.0,Central African Republic,CAF,34746.809381029474
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Central African Republic,CAF,2243999.7395860413
Tropical & Subtropical Moist Broadleaf Forests,1.0,Congo,COG,94813.75493006446
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Congo,COG,2712516.978759206
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cameroon,CMR,671807.6496515396
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Cameroon,CMR,3.126410055164567E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Gabon,GAB,5888.402526769077
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Gabon,GAB,2109.0608515055974
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Chad,TCD,4.893116157450539E7
Deserts & Xeric Shrublands,13.0,Chad,TCD,2.860959077512516
Tropical & Subtropical Moist Broadleaf Forests,1.0,Comoros,COM,597.7835514417816
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mayotte,MYT,257.9286902427673
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mauritius,MUS,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Reunion,REU,0.0
Deserts & Xeric Shrublands,13.0,Djibouti,DJI,64.53194865395042
Tropical & Subtropical Moist Broadleaf Forests,1.0,Burundi,BDI,8972154.874248028
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Burundi,BDI,8737127.474979188
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Eritrea,ERI,1469305.7099368088
Montane Grasslands & Shrublands,10.0,Eritrea,ERI,3092361.807512514
Deserts & Xeric Shrublands,13.0,Eritrea,ERI,1033.942348031294
Tropical & Subtropical Moist Broadleaf Forests,1.0,Ethiopia,ETH,4594776.892559561
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Ethiopia,ETH,5.612558962288224E7
Montane Grasslands & Shrublands,10.0,Ethiopia,ETH,1.892510631949729E8
Deserts & Xeric Shrublands,13.0,Ethiopia,ETH,280146.316874992
Tropical & Subtropical Moist Broadleaf Forests,1.0,Kenya,KEN,2.1882196495306566E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Kenya,KEN,6.731631888175042E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Kenya,KEN,637.1814307750092
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Kenya,KEN,637.1814307750092
Montane Grasslands & Shrublands,10.0,Kenya,KEN,193403.8282490227
Tropical & Subtropical Moist Broadleaf Forests,1.0,Madagascar,MDG,2.4116188726604767E7
Tropical & Subtropical Dry Broadleaf Forests,2.0,Madagascar,MDG,1.1749188776429819E7
Montane Grasslands & Shrublands,10.0,Madagascar,MDG,652424.8200144062
Deserts & Xeric Shrublands,13.0,Madagascar,MDG,104288.74152661467
Tropical & Subtropical Moist Broadleaf Forests,1.0,Malawi,MWI,8482.237176582108
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Malawi,MWI,4.133155501812262E7
Montane Grasslands & Shrublands,10.0,Malawi,MWI,773841.7541661311
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mozambique,MOZ,8007070.68360678
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mozambique,MOZ,2.963604503702347E7
Montane Grasslands & Shrublands,10.0,Mozambique,MOZ,1370863.5178938909
Tropical & Subtropical Moist Broadleaf Forests,1.0,Rwanda,RWA,9404030.457735054
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Rwanda,RWA,7186204.034232529
Montane Grasslands & Shrublands,10.0,Rwanda,RWA,455.10379600205056
Tropical & Subtropical Moist Broadleaf Forests,1.0,Seychelles,SYC,0.0
Deserts & Xeric Shrublands,13.0,Seychelles,SYC,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Somalia,SOM,3100418.5226104744
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Somalia,SOM,3342784.840521732
Deserts & Xeric Shrublands,13.0,Somalia,SOM,1442.0229449568765
Deserts & Xeric Shrublands,13.0,Europa Island,ATF,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Tanzania,TZA,4579750.7019009255
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Tanzania,TZA,2.3069401905612394E8
Montane Grasslands & Shrublands,10.0,Tanzania,TZA,7791380.62960396
Tropical & Subtropical Moist Broadleaf Forests,1.0,Uganda,UGA,4253823.562608932
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Uganda,UGA,5.080247983803908E7
Montane Grasslands & Shrublands,10.0,Uganda,UGA,3278.1826757437916
Tropical & Subtropical Dry Broadleaf Forests,2.0,Zambia,ZMB,192830.1700582741
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Zambia,ZMB,5.9461761845718205E7
Montane Grasslands & Shrublands,10.0,Zambia,ZMB,27190.30365689039
Tropical & Subtropical Moist Broadleaf Forests,1.0,Zimbabwe,ZWE,47686.65253364887
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Zimbabwe,ZWE,8.199060947150059E7
Montane Grasslands & Shrublands,10.0,Zimbabwe,ZWE,1980912.0903914503
Deserts & Xeric Shrublands,13.0,Zimbabwe,ZWE,11.606393595443052
Tropical & Subtropical Dry Broadleaf Forests,2.0,Cape Verde,CPV,28.031533241271973
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Burkina Faso,BFA,9.912092968881848E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Gambia,GMB,4501265.809341879
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Guinea-Bissau,GNB,927072.5728463271
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Senegal,SEN,3.405881692089061E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Benin,BEN,147810.06459385797
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Benin,BEN,3.607195203746043E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Côte d'Ivoire,CIV,742205.6317586479
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Côte d'Ivoire,CIV,1.9008960395321324E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Ghana,GHA,2628394.7330890815
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Ghana,GHA,4.516873861423655E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Guinea,GIN,787587.5722045846
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Guinea,GIN,5088789.260692672
Tropical & Subtropical Moist Broadleaf Forests,1.0,Liberia,LBR,7360.519510132564
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Liberia,LBR,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mali,MLI,7.706682748196153E7
Deserts & Xeric Shrublands,13.0,Mali,MLI,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mauritania,MRT,234949.29649192834
Deserts & Xeric Shrublands,13.0,Mauritania,MRT,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Niger,NER,2078758.0336680352
Deserts & Xeric Shrublands,13.0,Niger,NER,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Nigeria,NGA,6495448.657711128
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Nigeria,NGA,4.36824716717716E8
Montane Grasslands & Shrublands,10.0,Nigeria,NGA,1.142370841337066E7
"Temperate Grasslands, Savannas & Shrublands",8.0,Saint Helena,SHN,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Saint Helena,SHN,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sierra Leone,SLE,145442.77953180033
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Sierra Leone,SLE,135236.30822784174
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Togo,TGO,2.6506971772557754E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Togo,TGO,152476.02541815574
"Mediterranean Forests, Woodlands & Scrub",12.0,Algeria,DZA,2297463.836522347
Deserts & Xeric Shrublands,13.0,Algeria,DZA,0.12209029828800876
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Algeria,DZA,0.0
Temperate Conifer Forests,5.0,Algeria,DZA,549913.3374648616
"Mediterranean Forests, Woodlands & Scrub",12.0,Egypt,EGY,44333.158327389116
Deserts & Xeric Shrublands,13.0,Egypt,EGY,33960.1192297113
"Mediterranean Forests, Woodlands & Scrub",12.0,Western Sahara,ESH,0.0
Deserts & Xeric Shrublands,13.0,Western Sahara,ESH,0.0
Deserts & Xeric Shrublands,13.0,Libya,LBY,3.5909046392581065
"Mediterranean Forests, Woodlands & Scrub",12.0,Libya,LBY,133978.4732861251
Temperate Conifer Forests,5.0,Morocco,MAR,381842.4337854235
Montane Grasslands & Shrublands,10.0,Morocco,MAR,11510.35070778828
"Mediterranean Forests, Woodlands & Scrub",12.0,Morocco,MAR,6201496.23760882
Deserts & Xeric Shrublands,13.0,Morocco,MAR,22.842877430845746
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sudan,SDN,122409.72366221326
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Sudan,SDN,1.0445445672957045E8
Montane Grasslands & Shrublands,10.0,Sudan,SDN,0.0
Deserts & Xeric Shrublands,13.0,Sudan,SDN,58226.04396955362
Temperate Conifer Forests,5.0,Tunisia,TUN,432550.1344840289
"Mediterranean Forests, Woodlands & Scrub",12.0,Tunisia,TUN,968485.6814951082
Deserts & Xeric Shrublands,13.0,Tunisia,TUN,0.0
Deserts & Xeric Shrublands,13.0,Botswana,BWA,7442.67857353914
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Botswana,BWA,2835837.3983141547
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Lesotho,LSO,202446.5246954943
Montane Grasslands & Shrublands,10.0,Lesotho,LSO,1610208.8569280487
Deserts & Xeric Shrublands,13.0,Namibia,NAM,6214.080137145277
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Namibia,NAM,1876522.089301702
Tropical & Subtropical Moist Broadleaf Forests,1.0,Swaziland,SWZ,597168.2774418052
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Swaziland,SWZ,3595610.246039323
Montane Grasslands & Shrublands,10.0,Swaziland,SWZ,1022815.9137785317
Tropical & Subtropical Moist Broadleaf Forests,1.0,South Africa,ZAF,4179474.676718687
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,South Africa,ZAF,2.736614188324959E7
Montane Grasslands & Shrublands,10.0,South Africa,ZAF,3.1882716677399237E7
"Mediterranean Forests, Woodlands & Scrub",12.0,South Africa,ZAF,2273548.681605143
Deserts & Xeric Shrublands,13.0,South Africa,ZAF,82408.33902679563
Temperate Broadleaf & Mixed Forests,4.0,Belarus,BLR,1.1025839558513032E8
Temperate Broadleaf & Mixed Forests,4.0,Hungary,HUN,6.953447134606081E7
Temperate Broadleaf & Mixed Forests,4.0,Bulgaria,BGR,5.217248486203529E7
"Mediterranean Forests, Woodlands & Scrub",12.0,Bulgaria,BGR,966.6300772124522
"Temperate Grasslands, Savannas & Shrublands",8.0,Bulgaria,BGR,331305.5162072519
Temperate Broadleaf & Mixed Forests,4.0,Czech Republic,CZE,4.768037162394653E7
Temperate Conifer Forests,5.0,Czech Republic,CZE,35240.73527693236
Temperate Broadleaf & Mixed Forests,4.0,Moldova,MDA,2.1780033149271615E7
"Temperate Grasslands, Savannas & Shrublands",8.0,Moldova,MDA,4631420.8422261495
Temperate Broadleaf & Mixed Forests,4.0,Poland,POL,2.3527573282925287E8
Temperate Conifer Forests,5.0,Poland,POL,1718058.4620929004
Temperate Broadleaf & Mixed Forests,4.0,Romania,ROU,9.956329679248387E7
Temperate Conifer Forests,5.0,Romania,ROU,1502651.7260917642
"Temperate Grasslands, Savannas & Shrublands",8.0,Romania,ROU,1.2854779066998474E7
Temperate Broadleaf & Mixed Forests,4.0,Russia,RUS,5.806069664451909E8
"Temperate Grasslands, Savannas & Shrublands",8.0,Russia,RUS,5.005716496330417E8
Temperate Conifer Forests,5.0,Russia,RUS,480704.4237524647
Montane Grasslands & Shrublands,10.0,Russia,RUS,21477.83763879554
Deserts & Xeric Shrublands,13.0,Russia,RUS,1814.001404166915
Temperate Broadleaf & Mixed Forests,4.0,Slovakia,SVK,1.888593936774736E7
Temperate Conifer Forests,5.0,Slovakia,SVK,832014.0226514922
Temperate Broadleaf & Mixed Forests,4.0,Ukraine,UKR,2.2456597995676824E8
Temperate Conifer Forests,5.0,Ukraine,UKR,3267952.9976993967
"Temperate Grasslands, Savannas & Shrublands",8.0,Ukraine,UKR,1.270211783838648E8
Temperate Broadleaf & Mixed Forests,4.0,Guernsey,GGY,11472.10680870207
Temperate Broadleaf & Mixed Forests,4.0,Isle of Man,IMN,64150.64151383918
Temperate Broadleaf & Mixed Forests,4.0,Jersey,JEY,61868.978550411586
Temperate Broadleaf & Mixed Forests,4.0,Belgium,BEL,2.389186213365805E7
Temperate Broadleaf & Mixed Forests,4.0,Luxembourg,LUX,1216776.2641690841
Temperate Broadleaf & Mixed Forests,4.0,Netherlands,NLD,2.627039357175597E7
"Mediterranean Forests, Woodlands & Scrub",12.0,Monaco,MCO,0.0
Temperate Broadleaf & Mixed Forests,4.0,Austria,AUT,1.788750748670902E7
Temperate Conifer Forests,5.0,Austria,AUT,255738.7773435625
Temperate Broadleaf & Mixed Forests,4.0,Switzerland,CHE,5219562.562483979
Temperate Conifer Forests,5.0,Switzerland,CHE,90113.91823082001
Temperate Broadleaf & Mixed Forests,4.0,Germany,DEU,2.697317915238161E8
Temperate Conifer Forests,5.0,Germany,DEU,7481.965309344938
Temperate Broadleaf & Mixed Forests,4.0,France,FRA,3.54446163587945E8
"Mediterranean Forests, Woodlands & Scrub",12.0,France,FRA,888746.78911812
Temperate Conifer Forests,5.0,France,FRA,88126.3330489028
Temperate Broadleaf & Mixed Forests,4.0,Liechtenstein,LIE,6634.425279320847
