ISO3,COUNTRY,BIOME_NAME,BIOME_NUM,sum
PSE,Palestina,"Mediterranean Forests, Woodlands & Scrub",12.0,2.224577308392781E8
PSE,Palestina,Deserts & Xeric Shrublands,13.0,1.782378818278521E7
SAU,Saudi Arabia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2652904.5193234915
SAU,Saudi Arabia,Deserts & Xeric Shrublands,13.0,1.500815245196974E8
SAU,Saudi Arabia,"Mediterranean Forests, Woodlands & Scrub",12.0,0.0
SYR,Syria,"Temperate Grasslands, Savannas & Shrublands",8.0,1.7093637397395434E9
SYR,Syria,"Mediterranean Forests, Woodlands & Scrub",12.0,4.178193990160443E9
SYR,Syria,Deserts & Xeric Shrublands,13.0,2.1440313167159614E8
TUR,Turkey,Temperate Broadleaf & Mixed Forests,4.0,5.224421074882305E10
TUR,Turkey,Temperate Conifer Forests,5.0,1.509056836470263E10
TUR,Turkey,"Temperate Grasslands, Savannas & Shrublands",8.0,1.6387761982705114E10
TUR,Turkey,"Mediterranean Forests, Woodlands & Scrub",12.0,4.835924793891285E10
YEM,Yemen,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.34526771994058E8
YEM,Yemen,Deserts & Xeric Shrublands,13.0,1.9687141132739258E9
IOT,British Indian Ocean Territory,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
MDV,Maldives,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
AFG,Afghanistan,Montane Grasslands & Shrublands,10.0,6.75891704364344E8
AFG,Afghanistan,Deserts & Xeric Shrublands,13.0,6.410954690215866E9
AFG,Afghanistan,Temperate Conifer Forests,5.0,1.1667387859327728E8
AFG,Afghanistan,"Temperate Grasslands, Savannas & Shrublands",8.0,3.2258016468543194E7
BGD,Bangladesh,Tropical & Subtropical Moist Broadleaf Forests,1.0,5.4218890342353905E10
BGD,Bangladesh,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.558495018667167E7
BTN,Bhutan,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.625985639621918E7
BTN,Bhutan,Tropical & Subtropical Coniferous Forests,3.0,5280421.773380294
BTN,Bhutan,Temperate Broadleaf & Mixed Forests,4.0,7.857716171568437E7
BTN,Bhutan,Temperate Conifer Forests,5.0,390006.49609015964
BTN,Bhutan,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,297576.5985782399
BTN,Bhutan,Montane Grasslands & Shrublands,10.0,106232.6685180664
IND,India,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.6060207006331085E11
IND,India,Tropical & Subtropical Dry Broadleaf Forests,2.0,4.5769724799174884E11
IND,India,Deserts & Xeric Shrublands,13.0,3.901578924999984E11
IND,India,Tropical & Subtropical Coniferous Forests,3.0,2.4705322548029428E9
IND,India,Temperate Broadleaf & Mixed Forests,4.0,2.8953086455247207E9
IND,India,Temperate Conifer Forests,5.0,1.0081784302414362E8
IND,India,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.801549039166136E9
IND,India,Montane Grasslands & Shrublands,10.0,1.822397926924623E8
IRN,Iran,Temperate Broadleaf & Mixed Forests,4.0,1.6343715449224554E10
IRN,Iran,Temperate Conifer Forests,5.0,2.15242434308578E9
IRN,Iran,"Temperate Grasslands, Savannas & Shrublands",8.0,5.054452953313898E9
IRN,Iran,Deserts & Xeric Shrublands,13.0,7.613986177070156E9
IRN,Iran,Montane Grasslands & Shrublands,10.0,4.430033262470389E8
LKA,Sri Lanka,Tropical & Subtropical Moist Broadleaf Forests,1.0,8452358.966239661
LKA,Sri Lanka,Tropical & Subtropical Dry Broadleaf Forests,2.0,8.127070575913587E8
LKA,Sri Lanka,Deserts & Xeric Shrublands,13.0,4.670844414988592E8
NPL,Nepal,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.9018267854739223E9
NPL,Nepal,Tropical & Subtropical Coniferous Forests,3.0,9.363438938624911E8
NPL,Nepal,Temperate Broadleaf & Mixed Forests,4.0,9.947431857121522E8
NPL,Nepal,Temperate Conifer Forests,5.0,1.6337196899589774E8
NPL,Nepal,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.1816047296431023E10
NPL,Nepal,Montane Grasslands & Shrublands,10.0,1.0829715382310577E7
PAK,Pakistan,Tropical & Subtropical Moist Broadleaf Forests,1.0,6510.351013183594
PAK,Pakistan,Temperate Conifer Forests,5.0,6.762427267785998E9
PAK,Pakistan,Montane Grasslands & Shrublands,10.0,4.743462202489306E8
PAK,Pakistan,Deserts & Xeric Shrublands,13.0,1.6151194189907037E11
PAK,Pakistan,Tropical & Subtropical Coniferous Forests,3.0,9.438866770543877E8
PAK,Pakistan,Temperate Broadleaf & Mixed Forests,4.0,2.2887268220720103E8
CXR,Christmas Island,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
CCK,Cocos Islands,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
TLS,East Timor,Tropical & Subtropical Dry Broadleaf Forests,2.0,4.561914316783241E8
BRN,Brunei,Tropical & Subtropical Moist Broadleaf Forests,1.0,2422011.171442967
SGP,Singapore,Tropical & Subtropical Moist Broadleaf Forests,1.0,1207902.2574209175
S--,Spratly islands,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
P--,Paracel Islands,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
IDN,Indonesia,Tropical & Subtropical Moist Broadleaf Forests,1.0,6.97633078766413E10
IDN,Indonesia,Tropical & Subtropical Dry Broadleaf Forests,2.0,6.017717078225283E9
IDN,Indonesia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.5391398829576463E8
IDN,Indonesia,Montane Grasslands & Shrublands,10.0,27651.026916503906
IDN,Indonesia,Tropical & Subtropical Coniferous Forests,3.0,6206951.578290632
KHM,Cambodia,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.9956073117540485E10
KHM,Cambodia,Tropical & Subtropical Dry Broadleaf Forests,2.0,3.1412507722274456E10
LAO,Laos,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.859164945375111E9
LAO,Laos,Tropical & Subtropical Dry Broadleaf Forests,2.0,7.225008751065814E9
MMR,Myanmar,Tropical & Subtropical Moist Broadleaf Forests,1.0,8.243751631711067E10
MMR,Myanmar,Tropical & Subtropical Coniferous Forests,3.0,89980.90177408853
MMR,Myanmar,Tropical & Subtropical Dry Broadleaf Forests,2.0,1.6696004463087563E10
MMR,Myanmar,Temperate Broadleaf & Mixed Forests,4.0,2155457.977354521
MMR,Myanmar,Temperate Conifer Forests,5.0,1051817.4047731885
MMR,Myanmar,Montane Grasslands & Shrublands,10.0,3166.4640502929688
MYS,Malaysia,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.628465133572264E9
MYS,Malaysia,Montane Grasslands & Shrublands,10.0,0.0
MYS,Malaysia,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
MYS,Malaysia,Montane Grasslands & Shrublands,10.0,0.0
PHL,Philippines,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.395763731607744E10
PHL,Philippines,Tropical & Subtropical Coniferous Forests,3.0,1.4189911185242227E8
THA,Thailand,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.138973375184166E10
THA,Thailand,Tropical & Subtropical Dry Broadleaf Forests,2.0,1.1435558857555637E11
VNM,Vietnam,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.6748341464495754E10
VNM,Vietnam,Tropical & Subtropical Dry Broadleaf Forests,2.0,1.369533976084419E10
GNQ,Equatorial Guinea,Tropical & Subtropical Moist Broadleaf Forests,1.0,9828.719665527344
STP,Sao Tome and Principe,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
AGO,Angola,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
AGO,Angola,Tropical & Subtropical Dry Broadleaf Forests,2.0,1587260.1067648495
AGO,Angola,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.400938283472397E10
AGO,Angola,Montane Grasslands & Shrublands,10.0,1.5417978875930998E9
AGO,Angola,Deserts & Xeric Shrublands,13.0,3.9903011062812126E8
COD,Democratic Republic of the Congo,Tropical & Subtropical Moist Broadleaf Forests,1.0,6.181071163431679E9
COD,Democratic Republic of the Congo,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.9502954872205715E10
COD,Democratic Republic of the Congo,Montane Grasslands & Shrublands,10.0,0.0
CAF,Central African Republic,Tropical & Subtropical Moist Broadleaf Forests,1.0,9.22763016213051E7
CAF,Central African Republic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.9650604930330365E9
COG,Republic of Congo,Tropical & Subtropical Moist Broadleaf Forests,1.0,9594662.593384508
COG,Republic of Congo,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.2378216334486053E9
CMR,Cameroon,Tropical & Subtropical Moist Broadleaf Forests,1.0,8.302179990667572E8
CMR,Cameroon,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.83468692578372E10
GAB,Gabon,Tropical & Subtropical Moist Broadleaf Forests,1.0,419812.74743652344
GAB,Gabon,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,7050257.560241699
TCD,Chad,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.170592997540268E10
TCD,Chad,Deserts & Xeric Shrublands,13.0,0.0
COM,Comoros,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
MYT,Mayotte,Tropical & Subtropical Moist Broadleaf Forests,1.0,5234.083190917969
MUS,Mauritius,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
REU,Reunion,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
DJI,Djibouti,Deserts & Xeric Shrublands,13.0,0.0
BDI,Burundi,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.3438221326503525E9
BDI,Burundi,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,7.220532406020259E8
ERI,Eritrea,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.3752031850198317E8
ERI,Eritrea,Montane Grasslands & Shrublands,10.0,1.6838546698465714E9
ERI,Eritrea,Deserts & Xeric Shrublands,13.0,2007139.1099484912
ETH,Ethiopia,Tropical & Subtropical Moist Broadleaf Forests,1.0,9.399554048344223E9
ETH,Ethiopia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.5072747762933136E10
ETH,Ethiopia,Montane Grasslands & Shrublands,10.0,1.011760726254361E11
ETH,Ethiopia,Deserts & Xeric Shrublands,13.0,8.253848680163661E9
KEN,Kenya,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.1482442710092278E10
KEN,Kenya,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.397413122199634E10
KEN,Kenya,Tropical & Subtropical Moist Broadleaf Forests,1.0,1299166.052438773
KEN,Kenya,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1299166.052438773
KEN,Kenya,Montane Grasslands & Shrublands,10.0,9.322179552505481E7
MDG,Madagascar,Tropical & Subtropical Moist Broadleaf Forests,1.0,9.92796084479796E9
MDG,Madagascar,Tropical & Subtropical Dry Broadleaf Forests,2.0,5.291478175127221E9
MDG,Madagascar,Montane Grasslands & Shrublands,10.0,2.2465685441271096E8
MDG,Madagascar,Deserts & Xeric Shrublands,13.0,3.48582194634648E9
MWI,Malawi,Tropical & Subtropical Moist Broadleaf Forests,1.0,3212376.668107813
MWI,Malawi,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.194990288417896E10
MWI,Malawi,Montane Grasslands & Shrublands,10.0,8.722426057885762E7
MOZ,Mozambique,Tropical & Subtropical Moist Broadleaf Forests,1.0,6.275973217315642E9
MOZ,Mozambique,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.0172204921929405E10
MOZ,Mozambique,Montane Grasslands & Shrublands,10.0,4.971083992338806E8
RWA,Rwanda,Tropical & Subtropical Moist Broadleaf Forests,1.0,6.2889396891155405E9
RWA,Rwanda,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.670811205074294E9
RWA,Rwanda,Montane Grasslands & Shrublands,10.0,245318.0620270374
SYC,Seychelles,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
SYC,Seychelles,Deserts & Xeric Shrublands,13.0,0.0
SOM,Somalia,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.695760197816891E9
SOM,Somalia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.489414553763157E9
SOM,Somalia,Deserts & Xeric Shrublands,13.0,9236665.01680645
ATF,French Southern Territories,Deserts & Xeric Shrublands,13.0,0.0
TZA,Tanzania,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.885293644379004E9
TZA,Tanzania,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.2397472506345808E11
TZA,Tanzania,Montane Grasslands & Shrublands,10.0,2.1255280921328876E9
UGA,Uganda,Tropical & Subtropical Moist Broadleaf Forests,1.0,5.782806410270308E9
UGA,Uganda,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.808107480808255E10
UGA,Uganda,Montane Grasslands & Shrublands,10.0,65368.79514686734
ZMB,Zambia,Tropical & Subtropical Dry Broadleaf Forests,2.0,1.303967438942227E8
ZMB,Zambia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.869043754333986E10
ZMB,Zambia,Montane Grasslands & Shrublands,10.0,902742.1939967733
ZWE,Zimbabwe,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.7300958349086627E7
ZWE,Zimbabwe,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.320479730279091E10
ZWE,Zimbabwe,Montane Grasslands & Shrublands,10.0,6.789853606429653E8
ZWE,Zimbabwe,Deserts & Xeric Shrublands,13.0,0.0
CPV,Cape Verde,Tropical & Subtropical Dry Broadleaf Forests,2.0,0.0
BFA,Burkina Faso,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.7777239311735886E10
GMB,Gambia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.607789702221926E9
GNB,Guinea-Bissau,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.632840499610404E8
SEN,Senegal,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.556738831578613E10
BEN,Benin,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.702132116987352E7
BEN,Benin,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.6090324656665586E10
CIV,Côte d'Ivoire,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.3965781015717797E9
CIV,Côte d'Ivoire,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,9.385813643606241E9
GHA,Ghana,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.3265341176487982E9
GHA,Ghana,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.6077106238962265E10
GIN,Guinea,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.4497236852506703E8
GIN,Guinea,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.834610233830989E9
LBR,Liberia,Tropical & Subtropical Moist Broadleaf Forests,1.0,5756388.12596292
LBR,Liberia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,0.0
MLI,Mali,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.650963623104616E10
MLI,Mali,Deserts & Xeric Shrublands,13.0,0.0
MRT,Mauritania,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.1343251348546718E8
MRT,Mauritania,Deserts & Xeric Shrublands,13.0,0.0
NER,Niger,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.0092936796039438E9
NER,Niger,Deserts & Xeric Shrublands,13.0,0.0
NGA,Nigeria,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.047879836605176E9
NGA,Nigeria,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.3487056727065808E11
NGA,Nigeria,Montane Grasslands & Shrublands,10.0,3.0864464546556697E9
SHN,Saint Helena,"Temperate Grasslands, Savannas & Shrublands",8.0,0.0
SHN,Saint Helena,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,0.0
SLE,Sierra Leone,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.499924068481814E8
SLE,Sierra Leone,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.453212294106134E7
TGO,Togo,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.0968016329763103E10
TGO,Togo,Tropical & Subtropical Moist Broadleaf Forests,1.0,7.023562365578926E7
DZA,Algeria,"Mediterranean Forests, Woodlands & Scrub",12.0,1.2234515762750938E10
DZA,Algeria,Deserts & Xeric Shrublands,13.0,3687.4601440429688
DZA,Algeria,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,0.0
DZA,Algeria,Temperate Conifer Forests,5.0,1.4580451677594705E9
EGY,Egypt,"Mediterranean Forests, Woodlands & Scrub",12.0,1.6211923574972286E9
EGY,Egypt,Deserts & Xeric Shrublands,13.0,2.80183052853386E9
ESH,Western Sahara,"Mediterranean Forests, Woodlands & Scrub",12.0,0.0
ESH,Western Sahara,Deserts & Xeric Shrublands,13.0,0.0
LBY,Libya,Deserts & Xeric Shrublands,13.0,0.0
LBY,Libya,"Mediterranean Forests, Woodlands & Scrub",12.0,2.0085784336052173E8
MAR,Morocco,Temperate Conifer Forests,5.0,9.501675447812256E8
MAR,Morocco,Montane Grasslands & Shrublands,10.0,2.590315037371347E7
MAR,Morocco,"Mediterranean Forests, Woodlands & Scrub",12.0,2.7407757959710934E10
MAR,Morocco,Deserts & Xeric Shrublands,13.0,100158.158203125
SDN,Sudan,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.0207334772551915E8
SDN,Sudan,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.2681918337111331E11
SDN,Sudan,Montane Grasslands & Shrublands,10.0,0.0
SDN,Sudan,Deserts & Xeric Shrublands,13.0,4.2164522278533673E8
TUN,Tunisia,Temperate Conifer Forests,5.0,8.331594606919025E8
TUN,Tunisia,"Mediterranean Forests, Woodlands & Scrub",12.0,4.220100172261229E9
TUN,Tunisia,Deserts & Xeric Shrublands,13.0,2079.312890625
BWA,Botswana,Deserts & Xeric Shrublands,13.0,5.522546179540657E7
BWA,Botswana,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.7756274739549315E9
LSO,Lesotho,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,6.79841911569772E8
LSO,Lesotho,Montane Grasslands & Shrublands,10.0,1.6690745571694684E9
NAM,Namibia,Deserts & Xeric Shrublands,13.0,1.0857706978179954E8
NAM,Namibia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.085153540152001E9
SWZ,Swaziland,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.08183927421055E8
SWZ,Swaziland,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,6.410591960146205E8
SWZ,Swaziland,Montane Grasslands & Shrublands,10.0,8.66106200069233E7
ZAF,South Africa,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.8603312297531574E9
ZAF,South Africa,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.2078425447721415E10
ZAF,South Africa,Montane Grasslands & Shrublands,10.0,3.6863373959181564E10
ZAF,South Africa,"Mediterranean Forests, Woodlands & Scrub",12.0,1.1039318411866566E10
ZAF,South Africa,Deserts & Xeric Shrublands,13.0,3.830053588947927E9
BLR,Belarus,Temperate Broadleaf & Mixed Forests,4.0,5.6612659009186874E10
HUN,Hungary,Temperate Broadleaf & Mixed Forests,4.0,4.571991672287588E10
BGR,Bulgaria,Temperate Broadleaf & Mixed Forests,4.0,3.6521679003399086E10
BGR,Bulgaria,"Mediterranean Forests, Woodlands & Scrub",12.0,4064776.7933584177
BGR,Bulgaria,"Temperate Grasslands, Savannas & Shrublands",8.0,4.457397892809704E8
CZE,Czech Republic,Temperate Broadleaf & Mixed Forests,4.0,2.6496213393126587E10
CZE,Czech Republic,Temperate Conifer Forests,5.0,2.5817115672111496E7
MDA,Moldova,Temperate Broadleaf & Mixed Forests,4.0,1.3440291039024178E10
MDA,Moldova,"Temperate Grasslands, Savannas & Shrublands",8.0,5.204601134436195E9
POL,Poland,Temperate Broadleaf & Mixed Forests,4.0,1.1732848715114505E11
POL,Poland,Temperate Conifer Forests,5.0,1.750379388070018E9
ROU,Romania,Temperate Broadleaf & Mixed Forests,4.0,5.8458687462279625E10
ROU,Romania,Temperate Conifer Forests,5.0,7.909238171658661E8
ROU,Romania,"Temperate Grasslands, Savannas & Shrublands",8.0,1.5989989475323233E10
RUS,Russia,Temperate Broadleaf & Mixed Forests,4.0,2.9192171828080743E11
RUS,Russia,"Temperate Grasslands, Savannas & Shrublands",8.0,5.0884318948143384E11
RUS,Russia,Temperate Conifer Forests,5.0,1.1094808506887167E9
RUS,Russia,Montane Grasslands & Shrublands,10.0,3088052.02935791
RUS,Russia,Deserts & Xeric Shrublands,13.0,5.839282310909529E8
SVK,Slovakia,Temperate Broadleaf & Mixed Forests,4.0,1.2439121709551935E10
SVK,Slovakia,Temperate Conifer Forests,5.0,9.386286387505028E8
UKR,Ukraine,Temperate Broadleaf & Mixed Forests,4.0,1.4893930822177405E11
UKR,Ukraine,Temperate Conifer Forests,5.0,4.224298058024517E9
UKR,Ukraine,"Temperate Grasslands, Savannas & Shrublands",8.0,1.7314367830285394E11
GGY,Guernsey,Temperate Broadleaf & Mixed Forests,4.0,1855379.5761922202
IMN,Isle of Man,Temperate Broadleaf & Mixed Forests,4.0,6.431949105832017E7
JEY,Jersey,Temperate Broadleaf & Mixed Forests,4.0,3.408865845429545E7
BEL,Belgium,Temperate Broadleaf & Mixed Forests,4.0,9.02434415062894E9
LUX,Luxembourg,Temperate Broadleaf & Mixed Forests,4.0,5.151686712316765E8
NLD,Netherlands,Temperate Broadleaf & Mixed Forests,4.0,8.820917330738653E9
MCO,Monaco,"Mediterranean Forests, Woodlands & Scrub",12.0,8449.325500488281
AUT,Austria,Temperate Broadleaf & Mixed Forests,4.0,1.1932775955017004E10
