BIOME_NAME,BIOME_NUM,NAME,ISO3,sum
"Mediterranean Forests, Woodlands & Scrub",12.0,Saudi Arabia,SAU,0.0
"Temperate Grasslands, Savannas & Shrublands",8.0,Syria,SYR,3723.194218388859
"Mediterranean Forests, Woodlands & Scrub",12.0,Syria,SYR,6327.535107309493
Deserts & Xeric Shrublands,13.0,Syria,SYR,1928.8320666390518
Temperate Broadleaf & Mixed Forests,4.0,Turkey,TUR,148955.12198287708
Temperate Conifer Forests,5.0,Turkey,TUR,29738.976945422943
"Temperate Grasslands, Savannas & Shrublands",8.0,Turkey,TUR,51780.09343524838
"Mediterranean Forests, Woodlands & Scrub",12.0,Turkey,TUR,23209.710557320217
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Yemen,YEM,63109.62251844007
Deserts & Xeric Shrublands,13.0,Yemen,YEM,120531.5270885309
Tropical & Subtropical Moist Broadleaf Forests,1.0,British Indian Ocean Territory,IOT,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Maldives,MDV,0.0
Montane Grasslands & Shrublands,10.0,Afghanistan,AFG,311598.8281813845
Deserts & Xeric Shrublands,13.0,Afghanistan,AFG,578166.7510402104
Temperate Conifer Forests,5.0,Afghanistan,AFG,29075.3791635496
"Temperate Grasslands, Savannas & Shrublands",8.0,Afghanistan,AFG,17352.66390248347
Tropical & Subtropical Moist Broadleaf Forests,1.0,Bangladesh,BGD,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Bangladesh,BGD,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Bhutan,BTN,0.0
Tropical & Subtropical Coniferous Forests,3.0,Bhutan,BTN,0.0
Temperate Broadleaf & Mixed Forests,4.0,Bhutan,BTN,0.0
Temperate Conifer Forests,5.0,Bhutan,BTN,437.7015916823187
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Bhutan,BTN,0.0
Montane Grasslands & Shrublands,10.0,Bhutan,BTN,8298.16456568468
Tropical & Subtropical Moist Broadleaf Forests,1.0,India,IND,12.451537215008456
Tropical & Subtropical Dry Broadleaf Forests,2.0,India,IND,22.229126178283323
Deserts & Xeric Shrublands,13.0,India,IND,482.4891285310707
Tropical & Subtropical Coniferous Forests,3.0,India,IND,2224.2732886248855
Temperate Broadleaf & Mixed Forests,4.0,India,IND,23989.358582050776
Temperate Conifer Forests,5.0,India,IND,8460.700889739099
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,India,IND,0.0
Montane Grasslands & Shrublands,10.0,India,IND,26023.328098944385
Temperate Broadleaf & Mixed Forests,4.0,Iran,IRN,426388.40871210303
Temperate Conifer Forests,5.0,Iran,IRN,102130.15701489724
"Temperate Grasslands, Savannas & Shrublands",8.0,Iran,IRN,70796.63927164653
Deserts & Xeric Shrublands,13.0,Iran,IRN,96097.31777727041
Montane Grasslands & Shrublands,10.0,Iran,IRN,63332.53323947257
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sri Lanka,LKA,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Sri Lanka,LKA,0.0
Deserts & Xeric Shrublands,13.0,Sri Lanka,LKA,24.819631229896167
Tropical & Subtropical Moist Broadleaf Forests,1.0,Nepal,NPL,105.69310310050543
Tropical & Subtropical Coniferous Forests,3.0,Nepal,NPL,6.0693612446971965
Temperate Broadleaf & Mixed Forests,4.0,Nepal,NPL,856.7203403234488
Temperate Conifer Forests,5.0,Nepal,NPL,580.2550819453072
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Nepal,NPL,0.0
Montane Grasslands & Shrublands,10.0,Nepal,NPL,2520.8460742766774
Tropical & Subtropical Moist Broadleaf Forests,1.0,Pakistan,PAK,0.0
Temperate Conifer Forests,5.0,Pakistan,PAK,667.0118356517809
Montane Grasslands & Shrublands,10.0,Pakistan,PAK,5963.055069233444
Deserts & Xeric Shrublands,13.0,Pakistan,PAK,18637.875702920523
Tropical & Subtropical Coniferous Forests,3.0,Pakistan,PAK,0.0
Temperate Broadleaf & Mixed Forests,4.0,Pakistan,PAK,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Christmas Island,CXR,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cocos (Keeling) Islands,CCK,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Timor-Leste,TLS,2886.240383194719
Tropical & Subtropical Moist Broadleaf Forests,1.0,Baker Island,BRN,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Singapore,SGP,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Spratly Islands,S--,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Paracel Islands,P--,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Indonesia,IDN,11673.84353035618
Tropical & Subtropical Dry Broadleaf Forests,2.0,Indonesia,IDN,63313.26776351971
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Indonesia,IDN,0.0
Montane Grasslands & Shrublands,10.0,Indonesia,IDN,1533.1951547905808
Tropical & Subtropical Coniferous Forests,3.0,Indonesia,IDN,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cambodia,KHM,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Cambodia,KHM,134.8249722924887
Tropical & Subtropical Moist Broadleaf Forests,1.0,Laos,LAO,169.82449233531952
Tropical & Subtropical Dry Broadleaf Forests,2.0,Laos,LAO,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Burma,MMR,0.0
Tropical & Subtropical Coniferous Forests,3.0,Burma,MMR,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Burma,MMR,0.0
Temperate Broadleaf & Mixed Forests,4.0,Burma,MMR,0.0
Temperate Conifer Forests,5.0,Burma,MMR,0.0
Montane Grasslands & Shrublands,10.0,Burma,MMR,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Malaysia,MYS,7.17221212387085
Montane Grasslands & Shrublands,10.0,Malaysia,MYS,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Malaysia,MYS,0.0
Montane Grasslands & Shrublands,10.0,Malaysia,MYS,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Philippines,PHL,0.0
Tropical & Subtropical Coniferous Forests,3.0,Philippines,PHL,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Thailand,THA,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Thailand,THA,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Vietnam,VNM,18.54806581618739
Tropical & Subtropical Dry Broadleaf Forests,2.0,Vietnam,VNM,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Equatorial Guinea,GNQ,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sao Tome and Principe,STP,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Angola,AGO,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Angola,AGO,3440.3149661845223
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Angola,AGO,3928318.0671600564
Montane Grasslands & Shrublands,10.0,Angola,AGO,138733.87060224105
Deserts & Xeric Shrublands,13.0,Angola,AGO,440645.0348495571
Tropical & Subtropical Moist Broadleaf Forests,1.0,Congo (Democratic Republic of the),COD,81508.64358795791
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Congo (Democratic Republic of the),COD,840124.8171535676
Montane Grasslands & Shrublands,10.0,Congo (Democratic Republic of the),COD,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Central African Republic,CAF,25.655585426442762
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Central African Republic,CAF,58158.60007389947
Tropical & Subtropical Moist Broadleaf Forests,1.0,Congo,COG,84765.06718663656
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Congo,COG,404569.27167420246
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cameroon,CMR,54.79646074771881
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Cameroon,CMR,48786.20194075782
Tropical & Subtropical Moist Broadleaf Forests,1.0,Gabon,GAB,64950.388666119296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Gabon,GAB,241871.92034813936
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Chad,TCD,3101112.6627080487
Deserts & Xeric Shrublands,13.0,Chad,TCD,9227.277872265593
Tropical & Subtropical Moist Broadleaf Forests,1.0,Comoros,COM,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mayotte,MYT,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mauritius,MUS,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Reunion,REU,0.0
Deserts & Xeric Shrublands,13.0,Djibouti,DJI,5391.605578721327
Tropical & Subtropical Moist Broadleaf Forests,1.0,Burundi,BDI,29517.483981199828
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Burundi,BDI,9841.054016537328
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Eritrea,ERI,272039.7675970134
Montane Grasslands & Shrublands,10.0,Eritrea,ERI,157515.7980879331
Deserts & Xeric Shrublands,13.0,Eritrea,ERI,61021.042442906
Tropical & Subtropical Moist Broadleaf Forests,1.0,Ethiopia,ETH,32157.91558437124
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Ethiopia,ETH,1356480.9608816055
Montane Grasslands & Shrublands,10.0,Ethiopia,ETH,5229.534403154752
Deserts & Xeric Shrublands,13.0,Ethiopia,ETH,111172.76312208168
Tropical & Subtropical Moist Broadleaf Forests,1.0,Kenya,KEN,87900.10744340872
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Kenya,KEN,4301087.410631617
Tropical & Subtropical Moist Broadleaf Forests,1.0,Kenya,KEN,18.66233474203185
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Kenya,KEN,18.66233474203185
Montane Grasslands & Shrublands,10.0,Kenya,KEN,18286.122735375833
Tropical & Subtropical Moist Broadleaf Forests,1.0,Madagascar,MDG,6413560.080825507
Tropical & Subtropical Dry Broadleaf Forests,2.0,Madagascar,MDG,2220092.5951370485
Montane Grasslands & Shrublands,10.0,Madagascar,MDG,9629.253251871785
Deserts & Xeric Shrublands,13.0,Madagascar,MDG,551600.0232806399
Tropical & Subtropical Moist Broadleaf Forests,1.0,Malawi,MWI,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Malawi,MWI,46015.68466473198
Montane Grasslands & Shrublands,10.0,Malawi,MWI,2112.3548459429376
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mozambique,MOZ,620970.025363393
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mozambique,MOZ,1229641.3149413182
Montane Grasslands & Shrublands,10.0,Mozambique,MOZ,1222.9254179271975
Tropical & Subtropical Moist Broadleaf Forests,1.0,Rwanda,RWA,16731.51510608782
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Rwanda,RWA,63738.680787760524
Montane Grasslands & Shrublands,10.0,Rwanda,RWA,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Seychelles,SYC,0.0
Deserts & Xeric Shrublands,13.0,Seychelles,SYC,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Somalia,SOM,910477.94110912
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Somalia,SOM,2620368.930285129
Deserts & Xeric Shrublands,13.0,Somalia,SOM,271891.0585063209
Deserts & Xeric Shrublands,13.0,Europa Island,ATF,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Tanzania,TZA,190118.27286222976
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Tanzania,TZA,2390018.292189937
Montane Grasslands & Shrublands,10.0,Tanzania,TZA,51470.00244048942
Tropical & Subtropical Moist Broadleaf Forests,1.0,Uganda,UGA,7569.831751992703
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Uganda,UGA,448923.7413705264
Montane Grasslands & Shrublands,10.0,Uganda,UGA,1186.1560208070587
Tropical & Subtropical Dry Broadleaf Forests,2.0,Zambia,ZMB,20358.924163569103
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Zambia,ZMB,725307.1284142156
Montane Grasslands & Shrublands,10.0,Zambia,ZMB,360.2243885687753
Tropical & Subtropical Moist Broadleaf Forests,1.0,Zimbabwe,ZWE,4292.2878752385595
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Zimbabwe,ZWE,509439.6811181465
Montane Grasslands & Shrublands,10.0,Zimbabwe,ZWE,6497.147029926024
Deserts & Xeric Shrublands,13.0,Zimbabwe,ZWE,4033.8561426391075
Tropical & Subtropical Dry Broadleaf Forests,2.0,Cape Verde,CPV,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Burkina Faso,BFA,206002.57875153937
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Gambia,GMB,29524.7491625561
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Guinea-Bissau,GNB,35370.10479029187
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Senegal,SEN,194937.66749868396
Tropical & Subtropical Moist Broadleaf Forests,1.0,Benin,BEN,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Benin,BEN,1410.2496680818304
Tropical & Subtropical Moist Broadleaf Forests,1.0,Côte d'Ivoire,CIV,34900.291289537796
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Côte d'Ivoire,CIV,876610.4726581498
Tropical & Subtropical Moist Broadleaf Forests,1.0,Ghana,GHA,12920.782023769267
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Ghana,GHA,2613234.02959928
Tropical & Subtropical Moist Broadleaf Forests,1.0,Guinea,GIN,95971.4247429029
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Guinea,GIN,420494.4486687277
Tropical & Subtropical Moist Broadleaf Forests,1.0,Liberia,LBR,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Liberia,LBR,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mali,MLI,1455887.76080331
Deserts & Xeric Shrublands,13.0,Mali,MLI,7.745090500163094
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mauritania,MRT,391303.5452402212
Deserts & Xeric Shrublands,13.0,Mauritania,MRT,111.72988627027016
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Niger,NER,531865.3731027917
Deserts & Xeric Shrublands,13.0,Niger,NER,1169.334265098409
Tropical & Subtropical Moist Broadleaf Forests,1.0,Nigeria,NGA,6406.584891052575
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Nigeria,NGA,1114354.184756414
Montane Grasslands & Shrublands,10.0,Nigeria,NGA,6432.030993206407
"Temperate Grasslands, Savannas & Shrublands",8.0,Saint Helena,SHN,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Saint Helena,SHN,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sierra Leone,SLE,14043.972099329443
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Sierra Leone,SLE,4440.853788071295
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Togo,TGO,53957.34983778067
Tropical & Subtropical Moist Broadleaf Forests,1.0,Togo,TGO,0.0
"Mediterranean Forests, Woodlands & Scrub",12.0,Algeria,DZA,50117.690081237044
Deserts & Xeric Shrublands,13.0,Algeria,DZA,395.441130495919
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Algeria,DZA,0.09704729619563794
Temperate Conifer Forests,5.0,Algeria,DZA,6327.036095957381
"Mediterranean Forests, Woodlands & Scrub",12.0,Egypt,EGY,0.0
Deserts & Xeric Shrublands,13.0,Egypt,EGY,1.4053622812909239
"Mediterranean Forests, Woodlands & Scrub",12.0,Western Sahara,ESH,0.0
Deserts & Xeric Shrublands,13.0,Western Sahara,ESH,54.75851097624079
Deserts & Xeric Shrublands,13.0,Libya,LBY,498.02882385218305
"Mediterranean Forests, Woodlands & Scrub",12.0,Libya,LBY,6737.6397286314
Temperate Conifer Forests,5.0,Morocco,MAR,14254.386212857207
Montane Grasslands & Shrublands,10.0,Morocco,MAR,14458.736274789735
"Mediterranean Forests, Woodlands & Scrub",12.0,Morocco,MAR,128502.31366664714
Deserts & Xeric Shrublands,13.0,Morocco,MAR,920.1993281318348
Tropical & Subtropical Moist Broadleaf Forests,1.0,Sudan,SDN,36432.53194147615
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Sudan,SDN,1.059671252981514E7
Montane Grasslands & Shrublands,10.0,Sudan,SDN,3278.0849716035827
Deserts & Xeric Shrublands,13.0,Sudan,SDN,15527.709620449667
Temperate Conifer Forests,5.0,Tunisia,TUN,20.06386041349055
"Mediterranean Forests, Woodlands & Scrub",12.0,Tunisia,TUN,3289.1764706892404
Deserts & Xeric Shrublands,13.0,Tunisia,TUN,450.4417579064388
Deserts & Xeric Shrublands,13.0,Botswana,BWA,301342.1039075613
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Botswana,BWA,237450.91020000065
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Lesotho,LSO,182569.2636432009
Montane Grasslands & Shrublands,10.0,Lesotho,LSO,27690.292465084727
Deserts & Xeric Shrublands,13.0,Namibia,NAM,520142.0036109096
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Namibia,NAM,549290.0930084992
Tropical & Subtropical Moist Broadleaf Forests,1.0,Swaziland,SWZ,21062.498167974463
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Swaziland,SWZ,22846.960611516108
Montane Grasslands & Shrublands,10.0,Swaziland,SWZ,42637.127902155844
Tropical & Subtropical Moist Broadleaf Forests,1.0,South Africa,ZAF,72797.23337936123
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,South Africa,ZAF,1631224.5221053578
Montane Grasslands & Shrublands,10.0,South Africa,ZAF,464591.6658047515
"Mediterranean Forests, Woodlands & Scrub",12.0,South Africa,ZAF,399233.8779407882
Deserts & Xeric Shrublands,13.0,South Africa,ZAF,415594.51002640335
Temperate Broadleaf & Mixed Forests,4.0,Belarus,BLR,20.519459166947527
Temperate Broadleaf & Mixed Forests,4.0,Hungary,HUN,9.516661081127099
Temperate Broadleaf & Mixed Forests,4.0,Bulgaria,BGR,1578.3352884064693
"Mediterranean Forests, Woodlands & Scrub",12.0,Bulgaria,BGR,0.0
"Temperate Grasslands, Savannas & Shrublands",8.0,Bulgaria,BGR,0.0
Temperate Broadleaf & Mixed Forests,4.0,Czech Republic,CZE,0.0
Temperate Conifer Forests,5.0,Czech Republic,CZE,0.0
Temperate Broadleaf & Mixed Forests,4.0,Moldova,MDA,0.0
"Temperate Grasslands, Savannas & Shrublands",8.0,Moldova,MDA,0.0
Temperate Broadleaf & Mixed Forests,4.0,Poland,POL,8.6525104647758
Temperate Conifer Forests,5.0,Poland,POL,1.237870332072763
Temperate Broadleaf & Mixed Forests,4.0,Romania,ROU,1776.062454214636
Temperate Conifer Forests,5.0,Romania,ROU,3672.1210669044153
"Temperate Grasslands, Savannas & Shrublands",8.0,Romania,ROU,0.0
Temperate Broadleaf & Mixed Forests,4.0,Russia,RUS,133399.88347269915
"Temperate Grasslands, Savannas & Shrublands",8.0,Russia,RUS,410937.5367364453
Temperate Conifer Forests,5.0,Russia,RUS,21105.781151861083
Montane Grasslands & Shrublands,10.0,Russia,RUS,102956.34007116916
Deserts & Xeric Shrublands,13.0,Russia,RUS,321056.294345559
Temperate Broadleaf & Mixed Forests,4.0,Slovakia,SVK,3.2257561442898774
Temperate Conifer Forests,5.0,Slovakia,SVK,33.33954262043917
Temperate Broadleaf & Mixed Forests,4.0,Ukraine,UKR,2.206414044838326
Temperate Conifer Forests,5.0,Ukraine,UKR,8.18713010841725
"Temperate Grasslands, Savannas & Shrublands",8.0,Ukraine,UKR,43.53894837346738
Temperate Broadleaf & Mixed Forests,4.0,Guernsey,GGY,0.0
Temperate Broadleaf & Mixed Forests,4.0,Isle of Man,IMN,0.0
Temperate Broadleaf & Mixed Forests,4.0,Jersey,JEY,0.0
Temperate Broadleaf & Mixed Forests,4.0,Belgium,BEL,594.8096760858492
Temperate Broadleaf & Mixed Forests,4.0,Luxembourg,LUX,0.0
Temperate Broadleaf & Mixed Forests,4.0,Netherlands,NLD,2904.728549942081
"Mediterranean Forests, Woodlands & Scrub",12.0,Monaco,MCO,0.0
Temperate Broadleaf & Mixed Forests,4.0,Austria,AUT,123.21005428597043
Temperate Conifer Forests,5.0,Austria,AUT,51139.944495065196
Temperate Broadleaf & Mixed Forests,4.0,Switzerland,CHE,138.1655325392881
Temperate Conifer Forests,5.0,Switzerland,CHE,31667.83272336171
Temperate Broadleaf & Mixed Forests,4.0,Germany,DEU,1279.748991206463
Temperate Conifer Forests,5.0,Germany,DEU,931.4241892060779
Temperate Broadleaf & Mixed Forests,4.0,France,FRA,9289.598572042325
"Mediterranean Forests, Woodlands & Scrub",12.0,France,FRA,5254.25248210977
Temperate Conifer Forests,5.0,France,FRA,7526.705996449588
Temperate Broadleaf & Mixed Forests,4.0,Liechtenstein,LIE,0.0
Temperate Conifer Forests,5.0,Liechtenstein,LIE,0.0
Temperate Broadleaf & Mixed Forests,4.0,Ireland,IRL,278902.43694416364
"Temperate Grasslands, Savannas & Shrublands",8.0,Faroe Islands,FRO,0.0
Temperate Broadleaf & Mixed Forests,4.0,Åland,ALA,0.0
Temperate Broadleaf & Mixed Forests,4.0,Denmark,DNK,0.0
Temperate Broadleaf & Mixed Forests,4.0,Estonia,EST,0.0
Temperate Broadleaf & Mixed Forests,4.0,Finland,FIN,0.0
Temperate Broadleaf & Mixed Forests,4.0,Latvia,LVA,0.0
Temperate Broadleaf & Mixed Forests,4.0,Lithuania,LTU,0.0
Temperate Broadleaf & Mixed Forests,4.0,Sweden,SWE,103.0799930840151
Temperate Broadleaf & Mixed Forests,4.0,United Kingdom,GBR,1039574.4179888408
Temperate Conifer Forests,5.0,United Kingdom,GBR,63689.3393836318
